"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","x"
5,8,4,0,0,1,3,1,5,7,6,9,9,8,0,0,0,0,0,0,0
1,0,9,5,1,0,0,0,0,0,0,0,0,0,0,0,2,14,10,3,0
4,3,1,12,6,3,3,8,5,6,7,17,15,6,0,5,9,2,6,8,1
7,15,16,18,27,26,13,14,4,9,15,11,4,5,13,10,5,2,7,16,1
10,15,21,20,18,10,10,14,22,20,13,13,10,16,13,18,10,6,4,3,0
21,15,9,8,7,6,2,2,0,0,0,0,2,6,13,9,7,2,12,21,0
6,1,4,3,1,0,6,15,8,0,0,8,8,0,5,5,0,2,8,3,1
5,1,0,4,20,16,2,0,3,7,5,9,8,6,2,2,7,4,2,0,1
0,1,2,7,9,6,4,4,6,12,9,5,5,5,8,3,13,9,2,0,1
12,5,5,9,7,1,3,5,3,3,2,9,5,6,6,2,6,4,14,14,0
0,0,0,0,0,1,4,1,11,16,7,9,4,5,3,4,8,13,8,3,0
6,15,9,4,17,11,9,9,9,11,7,3,14,12,12,22,5,4,0,5,0
0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1,1,1,1,0
5,5,2,3,1,1,3,3,2,3,6,4,4,5,7,0,1,1,3,7,1
0,0,0,0,0,5,7,3,6,3,1,2,6,11,10,15,8,3,5,4,0
3,1,2,0,0,3,3,3,1,2,5,2,0,0,1,3,5,2,1,1,0
10,21,28,23,15,15,34,84,117,138,184,151,90,76,80,90,58,18,20,34,0
10,21,16,27,19,12,17,11,18,11,15,4,8,18,12,7,5,4,2,13,1
12,7,8,6,3,16,50,73,60,49,55,58,35,28,15,11,3,0,0,0,1
6,8,4,5,4,3,3,7,12,2,5,1,1,2,1,5,9,6,4,5,1
15,14,42,57,36,49,41,24,16,7,8,12,12,5,10,13,10,6,17,37,1
8,17,19,32,45,30,22,20,0,0,12,33,30,16,12,6,11,9,11,10,1
2,3,5,4,6,6,0,4,7,2,3,8,3,1,2,0,2,8,4,0,0
6,8,6,11,6,7,5,7,7,12,14,10,8,11,15,10,0,1,4,4,1
8,6,5,12,12,3,4,7,3,2,3,2,2,1,1,2,6,5,0,4,0
0,0,4,10,8,3,3,4,5,4,5,8,5,2,2,3,8,4,3,11,0
20,18,4,11,25,31,30,22,56,59,62,113,155,102,38,94,67,16,10,2,1
7,2,9,7,9,10,5,7,3,6,7,2,5,10,21,20,12,22,16,9,0
1,1,0,0,0,1,1,2,2,2,2,0,1,3,2,3,2,2,0,1,0
4,1,3,10,12,2,4,4,0,2,7,1,0,0,0,0,0,1,0,1,0
3,0,3,2,3,0,1,2,6,5,2,4,9,5,0,2,0,0,0,1,0
3,0,0,0,2,3,3,0,1,0,0,3,3,5,4,1,7,4,0,0,0
101,69,60,70,180,244,180,192,222,331,244,274,212,144,63,29,26,73,64,41,1
11,20,26,24,26,26,21,21,17,21,19,18,15,4,0,0,0,0,0,0,1
5,0,1,2,0,5,3,6,11,7,2,5,5,0,1,3,0,5,10,7,0
32,7,2,4,31,110,165,160,122,70,48,60,94,220,305,220,267,369,180,103,1
5,5,3,0,2,5,6,3,3,0,0,0,0,1,8,11,0,0,1,4,1
0,2,4,7,2,1,4,2,8,0,1,4,3,1,5,4,4,3,3,2,1
4,3,3,8,6,0,1,2,1,0,0,0,6,6,0,2,12,14,11,19,0
0,2,0,0,0,0,0,0,7,15,7,5,2,3,2,4,3,2,4,3,0
2,6,7,5,3,4,6,1,2,3,7,2,2,8,4,7,4,2,2,5,1
14,10,11,7,5,7,3,2,6,5,7,12,12,13,4,4,6,10,10,2,0
39,33,18,33,67,79,39,123,183,151,177,103,39,31,64,73,93,90,134,179,1
216,224,99,45,43,40,49,85,91,93,63,54,65,76,32,10,6,8,12,5,1
1,0,0,1,2,4,0,0,0,0,0,2,2,1,1,1,0,0,1,2,1
11,8,8,14,27,26,63,88,145,99,64,53,28,10,16,20,17,7,3,8,1
0,1,0,0,1,0,4,3,0,7,9,10,8,3,5,4,0,0,0,0,0
6,6,3,0,0,1,1,3,5,6,15,13,2,9,13,10,11,13,7,12,1
3,8,10,3,4,4,3,2,7,11,9,5,5,5,8,7,10,6,9,11,1
0,0,0,0,0,1,2,3,1,0,0,0,0,1,0,0,0,1,0,0,0
35,19,13,17,18,25,19,17,29,20,22,24,30,35,26,30,31,41,37,32,0
7,16,16,12,12,7,16,19,12,6,8,11,6,3,0,0,0,2,3,6,1
0,0,0,0,0,0,2,1,3,8,11,1,1,0,1,1,4,4,1,2,1
10,9,4,2,0,0,0,9,6,0,2,3,4,8,7,6,1,0,0,0,1
11,4,0,4,7,6,9,5,7,2,0,3,5,5,7,5,9,11,3,0,0
3,1,5,5,0,2,3,3,7,3,0,1,1,2,5,1,2,3,6,3,0
10,22,26,5,8,13,10,5,5,8,12,6,0,1,4,0,0,1,2,3,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,1,7,6,16,12,2,9,17,23,15,3,14,16,14,10,14,12,1
4,6,5,4,2,0,2,4,10,14,8,0,0,3,3,8,7,1,0,1,0
5,3,10,15,8,7,13,10,13,16,6,6,8,8,9,12,21,15,7,4,1
8,13,12,11,4,11,7,7,5,9,7,4,2,3,4,4,4,4,1,7,0
0,0,0,0,0,0,0,1,0,0,0,6,12,4,0,0,0,0,0,0,0
3,6,2,7,0,4,10,6,2,4,2,0,1,1,0,1,1,2,1,1,0
14,14,12,11,12,10,10,5,10,15,13,7,9,7,4,8,5,0,5,7,1
5,9,0,1,1,0,3,9,12,12,7,1,2,1,0,0,8,8,0,1,1
9,15,12,11,15,15,15,21,19,16,31,18,5,0,8,14,14,14,12,4,1
1,6,23,21,25,47,43,22,11,26,74,87,52,40,18,38,129,299,330,233,1
0,0,0,0,0,1,2,6,6,7,4,3,5,4,2,3,2,2,3,2,0
0,0,0,0,0,3,3,0,4,4,0,0,0,0,0,0,0,4,6,3,0
4,6,5,0,5,22,30,27,33,85,101,74,14,10,20,13,11,20,10,7,1
0,0,4,11,5,1,10,10,3,8,11,7,2,5,7,9,7,12,6,5,0
4,14,13,0,0,3,8,4,4,0,0,0,0,0,0,0,0,0,4,7,0
12,5,2,8,0,0,0,0,1,1,9,8,4,2,0,0,0,0,0,0,0
42,44,58,113,77,32,72,82,31,53,63,35,10,17,19,8,7,3,2,3,1
21,11,15,20,45,72,111,143,133,184,133,144,219,292,195,255,191,490,414,102,1
0,4,4,8,3,5,5,4,4,5,2,9,8,3,7,13,9,8,16,6,0
4,5,6,5,6,10,10,8,14,10,4,5,9,9,9,7,6,5,5,1,1
1,3,2,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0
6,4,1,3,7,2,6,6,4,1,0,0,1,0,0,0,0,0,0,1,0
5,6,0,2,6,4,5,8,12,9,6,4,10,3,0,0,0,0,0,0,1
11,12,7,10,4,8,9,8,20,27,14,10,15,9,9,8,9,9,10,15,0
3,1,2,1,0,4,4,5,4,12,10,3,5,11,7,5,6,3,2,3,1
16,0,0,0,1,48,49,32,22,20,24,25,26,35,32,22,20,13,11,11,0
5,12,18,15,18,14,15,12,14,16,4,4,3,10,8,10,9,2,1,0,1
26,82,84,49,27,13,4,27,38,61,70,134,108,44,48,12,10,7,8,10,1
25,28,18,16,10,13,8,13,17,13,9,14,9,9,7,16,21,20,22,32,1
0,1,3,1,1,2,4,4,1,3,7,5,3,0,2,4,2,0,0,4,1
8,3,5,10,16,11,6,8,7,9,10,1,5,5,12,11,15,12,4,14,0
6,31,45,20,21,34,27,12,6,2,9,18,15,12,3,12,8,26,55,48,0
0,1,7,8,0,3,11,15,12,26,26,10,3,0,1,0,4,4,0,0,1
7,4,2,3,3,0,1,3,5,8,0,0,8,8,12,9,3,0,0,0,1
4,3,0,0,0,6,6,2,6,8,5,5,5,1,0,1,0,10,16,5,0
18,16,19,8,1,0,5,31,26,27,46,44,10,8,3,1,1,5,6,1,1
46,32,16,15,16,27,30,34,69,161,316,207,85,16,11,9,19,38,87,199,1
1,1,1,8,10,10,6,6,8,10,14,15,11,7,7,7,12,6,6,2,1
5,4,6,7,12,9,12,18,12,25,17,14,11,5,4,1,3,2,1,1,1
9,8,15,8,12,18,10,10,9,28,50,51,36,21,7,14,12,1,3,8,1
20,10,10,7,5,6,9,17,20,9,5,7,16,22,30,16,9,6,6,14,0
0,0,1,1,0,0,2,2,5,5,7,13,14,9,6,2,1,3,2,6,1
0,4,9,7,4,1,1,0,2,8,10,3,2,10,6,1,2,3,7,2,1
0,0,0,0,0,0,2,6,11,10,6,0,3,12,12,14,10,5,12,13,0
4,2,3,4,2,0,0,1,5,8,8,5,1,2,3,2,0,17,18,2,1
278,34,37,29,19,20,20,50,87,111,118,91,77,49,25,23,19,20,18,17,1
51,60,36,38,55,28,47,106,121,93,50,96,127,164,143,136,128,61,53,50,1
4,2,3,4,2,5,8,12,14,15,11,18,11,10,8,5,9,1,1,1,1
5,3,3,2,7,2,6,2,2,1,5,10,5,2,1,5,7,5,8,8,1
10,8,5,2,5,12,1,2,1,6,7,3,2,0,2,1,0,3,0,3,1
6,11,3,0,2,7,3,2,11,16,25,15,6,7,14,13,23,21,15,18,1
5,1,2,2,3,0,2,5,3,0,3,10,13,7,7,4,3,12,6,0,0
6,5,7,9,14,15,11,6,21,33,16,15,17,10,8,2,5,7,13,24,1
28,40,51,32,33,43,42,49,100,140,164,210,201,94,27,18,7,11,15,37,1
3,4,0,2,2,3,0,2,5,8,7,8,13,6,8,7,1,9,20,11,1
11,13,15,21,17,20,5,11,11,10,9,15,15,10,10,7,7,1,23,19,0
0,0,1,1,3,6,4,0,1,1,5,4,5,3,0,0,0,9,15,12,0
0,1,1,5,11,10,9,1,0,1,4,1,5,4,3,1,5,11,11,3,1
3,7,4,5,5,2,5,4,2,7,10,9,6,9,10,7,7,6,5,8,1
0,0,0,0,0,0,1,4,0,0,0,1,0,0,1,1,0,1,1,0,0
0,1,5,5,3,3,4,3,5,8,1,2,8,5,0,5,6,4,3,4,1
79,80,107,153,158,93,34,55,142,172,247,406,393,195,132,91,33,19,22,22,1
0,1,5,6,2,0,1,1,0,0,0,0,5,1,0,0,0,0,0,1,0
31,32,45,54,34,30,58,51,90,169,169,167,64,101,154,189,84,48,7,11,1
58,41,27,23,54,95,182,274,475,443,333,432,411,268,451,374,276,349,309,212,1
0,0,0,4,7,0,0,0,2,0,1,1,0,0,0,0,4,10,2,0,0
3,3,3,5,5,2,9,9,5,4,5,4,8,6,0,11,9,4,2,3,0
1,9,9,8,7,10,15,22,13,8,14,5,7,11,10,6,12,14,16,19,0
0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,2,2,0
12,13,4,3,5,0,3,16,21,18,14,5,11,10,1,3,3,3,3,8,1
0,0,0,0,0,0,0,0,1,1,0,3,4,1,8,0,0,0,0,0,0
1,0,9,10,4,1,4,1,0,0,7,17,9,0,4,7,10,2,8,5,0
0,0,0,4,6,1,1,3,0,0,0,0,0,2,1,1,5,3,0,0,1
17,14,25,13,0,0,2,3,0,0,0,0,8,22,13,14,18,8,16,18,0
26,27,8,8,28,67,67,94,100,112,230,345,270,149,155,83,41,25,8,11,1
25,10,13,12,27,42,54,65,54,35,13,20,22,19,19,12,13,7,5,20,1
0,0,0,1,1,0,0,0,0,0,3,11,7,5,4,2,9,9,0,3,0
0,0,0,0,1,8,7,4,4,0,2,4,6,4,3,3,0,0,0,3,0
30,34,42,48,54,49,66,57,81,74,91,107,101,81,48,58,72,39,31,41,1
61,69,101,130,167,146,147,136,85,28,63,77,106,101,76,36,7,12,20,28,1
3,4,6,8,8,2,3,6,5,2,3,4,6,4,8,11,5,0,0,0,0
12,15,13,12,14,13,10,3,7,16,18,16,14,13,9,6,5,3,5,12,1
2,1,2,3,2,4,0,0,9,5,1,2,5,6,12,21,12,2,4,2,1
17,14,15,11,6,23,19,11,17,14,17,19,20,18,32,24,20,29,24,12,1
8,3,8,11,6,1,1,0,0,3,0,0,0,1,2,0,6,4,3,0,0
0,2,2,2,4,8,7,5,6,15,23,12,3,3,12,11,3,0,1,1,1
1,5,3,3,6,5,7,9,10,5,9,17,11,9,15,6,3,11,8,11,0
4,11,9,1,0,0,1,1,1,1,0,0,0,0,2,3,1,2,3,2,0
9,11,10,2,9,7,7,9,11,4,3,9,9,4,2,6,13,12,5,20,1
12,15,21,17,9,21,20,19,19,22,15,14,16,18,24,9,10,12,11,13,0
0,3,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0
0,0,0,0,0,2,14,12,10,2,4,6,13,10,3,8,14,22,16,9,0
2,0,4,2,1,1,4,2,3,6,4,1,5,6,5,5,1,0,1,2,1
1,1,1,2,2,3,4,1,0,0,1,3,0,1,1,1,0,2,2,8,1
4,12,5,4,0,0,0,1,1,0,4,4,0,0,0,5,6,2,1,1,1
0,0,3,2,0,0,0,0,0,2,7,1,2,3,7,8,5,13,13,6,0
6,6,3,1,3,6,3,1,4,7,1,1,2,3,2,1,0,5,2,4,1
1,0,5,4,10,3,3,6,8,11,14,10,3,0,0,5,5,1,4,4,1
18,14,8,17,18,12,21,16,10,13,12,8,19,28,19,16,39,15,8,19,0
2,12,15,16,54,51,33,38,30,31,24,23,20,29,15,7,25,35,33,26,1
1,1,3,2,10,7,4,2,5,6,5,5,6,1,3,5,4,4,3,0,0
66,82,74,109,121,140,203,113,80,69,59,56,105,113,83,59,47,30,37,83,1
0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,3,6,0
45,10,12,9,18,32,25,48,66,65,71,98,76,19,19,15,14,12,15,12,1
20,18,21,55,92,206,528,309,162,215,246,269,145,47,21,25,53,37,23,28,1
14,14,6,4,3,6,5,11,8,3,8,11,13,12,10,10,14,11,12,17,0
10,7,16,15,13,10,4,11,9,5,4,8,17,7,5,5,12,13,9,10,1
4,5,9,3,1,2,3,5,8,10,10,12,6,8,9,12,21,14,13,14,1
2,14,15,14,12,8,2,0,1,4,3,3,5,6,10,10,7,4,7,5,1
0,2,5,4,6,1,3,11,10,11,9,9,8,6,6,7,11,14,11,9,1
9,6,6,8,1,5,3,3,0,2,6,4,3,5,4,2,4,5,1,6,0
4,0,1,1,0,0,0,0,0,3,4,0,0,0,1,1,3,3,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,6,4,6,7,4,2,6,4,3,2,6,6,0,4,4,1,2,1,1
0,0,1,2,4,3,6,6,3,10,13,7,3,1,3,3,0,0,2,7,0
7,4,7,13,8,3,2,2,6,7,6,9,4,0,2,1,1,3,2,3,0
3,2,11,8,2,4,7,11,10,7,15,9,4,5,5,11,6,3,1,2,0
4,11,10,5,1,1,3,5,4,1,0,0,0,0,0,0,0,0,0,2,0
0,1,11,19,13,20,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0
11,16,7,5,11,8,1,4,10,13,12,4,12,1,9,10,4,2,1,2,0
47,51,88,154,151,90,104,101,68,81,126,206,227,294,350,187,64,43,20,9,1
3,4,8,1,0,0,0,0,0,0,0,0,0,0,2,5,7,2,8,6,0
15,1,5,7,24,34,30,37,44,53,87,53,29,13,18,7,0,0,0,2,1
4,11,14,7,2,2,7,7,4,2,4,7,5,11,13,14,8,11,2,2,0
8,8,9,5,8,17,9,9,8,8,8,19,18,4,7,6,4,7,7,3,0
3,8,4,2,0,3,3,8,6,1,6,5,3,3,2,3,2,2,0,0,0
13,10,2,1,3,4,2,2,2,1,0,1,2,3,1,1,2,1,0,0,0
0,4,4,8,11,0,5,2,2,1,7,7,7,4,2,4,10,11,12,5,1
6,16,13,5,8,8,5,7,1,3,2,10,14,5,0,0,1,3,7,4,0
2,0,4,7,0,0,0,4,5,1,0,2,2,2,2,5,4,1,1,0,1
12,16,23,14,10,15,21,30,37,41,72,60,50,57,45,16,26,41,29,21,1
8,9,15,14,9,2,5,12,14,11,9,12,4,1,3,5,0,0,0,0,0
4,19,29,27,21,17,20,21,24,20,12,14,8,8,14,14,13,20,17,20,1
0,2,5,4,11,8,4,2,0,0,0,1,2,0,0,0,0,0,0,0,0
1,1,7,6,1,1,3,5,5,8,11,6,8,5,0,6,7,7,10,13,1
28,16,26,25,34,67,85,80,90,66,44,17,25,26,9,8,4,10,8,5,1
5,5,7,8,13,13,10,5,5,23,17,15,5,17,22,11,10,9,15,31,1
24,39,42,38,34,34,63,131,280,550,516,1636,1499,268,370,1017,839,493,368,293,1
0,0,4,9,3,0,0,4,4,4,12,3,2,4,3,1,0,0,0,0,0
9,7,7,7,5,1,1,4,8,6,3,2,1,4,34,35,8,1,4,6,1
4,2,0,6,4,10,12,40,49,64,55,54,29,11,8,6,5,4,7,5,1
5,3,2,6,8,8,5,1,2,3,5,7,8,8,7,5,6,1,0,0,0
13,12,4,4,7,11,16,7,4,9,4,2,5,12,4,9,13,10,13,8,0
0,0,0,0,0,0,0,2,4,2,7,5,4,1,3,4,4,1,1,3,0
0,4,7,6,4,1,2,7,11,10,11,4,0,2,6,11,6,5,2,3,1
0,0,0,10,1,0,0,4,16,7,7,12,8,10,18,29,18,3,13,25,1
10,6,6,8,2,2,1,8,2,6,5,6,10,7,5,6,9,8,13,2,0
18,16,17,16,15,11,9,12,21,44,38,52,52,38,25,12,7,16,7,14,1
8,11,10,8,7,7,4,7,10,7,10,20,11,11,19,18,22,21,7,9,0
5,4,6,13,23,8,11,15,15,10,13,13,10,7,0,0,2,2,1,3,0
10,14,11,18,9,13,15,19,34,49,38,13,18,21,19,9,2,4,4,3,1
17,19,21,12,13,11,15,16,13,9,11,14,21,11,13,10,16,17,17,26,1
120,130,13,12,21,19,5,3,12,19,23,11,8,7,15,9,9,8,4,4,1
6,9,9,8,7,12,12,9,7,3,3,14,12,7,4,3,10,8,13,12,0
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
75,56,32,13,16,46,101,156,113,53,64,117,148,114,45,26,20,23,21,23,1
16,10,13,15,5,10,11,18,5,1,0,0,0,0,0,0,0,0,5,6,0
0,0,1,4,8,3,1,10,8,7,7,7,5,0,1,4,3,8,6,15,1
13,14,6,7,4,3,12,18,10,23,20,20,26,16,17,4,0,3,4,1,1
3,3,3,9,13,3,1,5,4,3,3,0,3,3,0,3,7,9,9,5,0
3,1,1,0,0,5,5,6,6,6,10,14,13,9,5,3,4,4,6,11,1
78,52,34,19,13,41,96,253,307,358,483,603,663,618,460,377,185,104,121,44,1
1,1,1,4,11,10,14,10,6,1,1,1,2,2,5,6,4,6,6,2,0
13,22,13,5,5,8,9,13,9,17,12,26,13,5,3,8,17,17,16,8,1
9,3,5,5,1,6,15,12,9,5,5,15,23,7,1,7,12,0,5,6,0
1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0
1,12,20,27,12,7,19,49,99,146,114,75,81,39,10,6,1,4,16,14,1
5,5,6,4,0,1,2,1,4,4,0,1,2,4,6,3,2,0,0,0,0
9,2,6,5,1,1,14,21,10,11,11,9,12,7,3,7,11,7,4,2,0
1,10,9,12,12,10,12,4,0,4,3,0,5,10,5,8,3,2,5,2,1
8,12,24,21,24,20,11,38,49,38,61,87,80,55,57,76,63,56,47,19,1
13,13,6,14,22,31,25,45,40,9,8,9,7,9,12,8,10,19,26,29,1
0,2,2,2,2,2,3,2,3,4,1,0,0,1,1,4,7,4,3,4,0
12,11,6,6,9,8,7,7,2,2,3,4,3,5,9,9,7,5,2,2,1
7,5,4,6,4,2,2,5,6,3,0,6,9,7,6,7,4,3,2,0,0
4,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,1,0,4,0
18,22,60,124,101,62,28,34,56,154,194,116,173,152,61,22,7,11,25,47,1
3,8,3,7,9,1,1,5,1,1,0,0,9,6,1,3,4,8,14,10,0
23,26,54,52,14,11,17,30,64,135,168,112,84,40,35,38,40,64,63,75,1
8,11,3,4,2,1,0,2,3,2,2,12,8,5,3,5,3,2,1,1,1
10,22,26,40,30,30,45,34,18,18,33,25,20,46,31,18,31,38,43,33,1
3,2,1,3,2,6,6,2,9,2,6,5,1,1,0,0,1,1,0,0,0
11,1,2,4,7,6,5,2,2,2,4,9,14,6,0,4,5,4,3,2,1
5,2,10,9,1,1,1,4,3,2,2,1,1,1,0,1,1,4,3,4,0
7,6,4,12,4,9,23,14,8,10,18,8,8,11,10,8,1,2,2,5,1
6,10,25,25,5,11,14,9,68,159,127,137,92,25,22,38,52,49,31,22,1
0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,75,31,29,31,46,70,88,94,70,86,53,8,15,20,18,20,7,7,16,1
0,0,1,1,0,0,0,4,12,24,26,34,30,12,11,12,3,2,3,8,1
74,52,23,15,41,104,229,291,269,207,157,159,104,47,42,33,46,85,71,18,1
6,6,0,33,80,112,219,328,266,194,280,200,78,38,28,33,44,53,43,20,1
1,1,2,4,2,0,8,5,5,2,0,0,0,0,0,4,3,0,0,0,0
3,4,8,3,3,5,5,7,3,9,5,1,2,3,3,0,0,0,0,5,0
1,6,6,1,3,9,7,2,5,2,9,12,6,1,7,10,11,11,7,4,0
4,15,6,3,5,3,9,15,20,26,21,10,16,15,11,10,17,11,19,11,1
0,0,0,1,2,6,7,7,10,10,2,3,5,5,2,0,2,2,3,7,1
4,9,3,1,1,6,6,1,6,7,12,10,4,6,5,5,7,6,7,6,1
2,4,4,6,10,8,2,3,1,3,4,6,5,1,1,6,4,4,2,2,0
2,6,3,12,11,7,7,2,5,3,0,0,0,0,0,0,0,2,2,4,0
0,0,0,0,0,0,5,1,3,5,1,5,3,6,3,0,6,2,4,14,0
59,40,39,36,19,19,44,45,17,13,6,15,20,11,9,11,9,3,6,5,1
33,25,14,25,20,14,27,85,147,183,267,172,110,39,34,18,11,61,83,208,1
0,4,4,0,1,2,1,0,1,1,3,1,1,1,0,1,2,5,3,0,1
5,16,22,48,49,46,51,89,93,103,95,45,20,9,5,4,4,10,29,21,1
6,8,5,6,7,5,8,4,1,4,1,2,3,5,5,6,11,3,1,9,0
0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,0,0,0,0,0,0
8,12,20,37,39,38,40,35,57,122,116,85,63,66,47,23,16,24,39,20,1
11,11,6,8,3,8,9,13,18,21,11,6,8,7,2,4,4,6,15,11,1
7,4,1,0,0,2,4,4,6,0,0,4,4,0,0,0,1,2,0,0,0
2,5,3,0,1,4,3,6,13,11,7,4,5,5,3,2,1,4,6,4,0
5,3,4,5,2,5,3,2,2,3,1,1,2,1,1,7,7,5,5,1,1
21,2,3,9,11,8,3,2,1,0,0,0,5,6,3,0,1,4,2,1,0
8,2,0,1,8,7,3,8,8,8,8,9,8,0,1,8,9,2,16,15,1
2,1,5,8,3,3,5,2,0,3,4,2,1,7,1,0,0,0,0,0,1
38,75,177,260,229,203,155,119,68,47,37,39,47,117,118,75,36,28,36,30,1
23,14,16,11,11,20,40,60,66,120,91,57,26,9,10,12,12,14,11,12,1
9,7,3,6,9,3,2,7,12,10,5,0,0,0,0,0,0,0,0,0,0
9,7,5,7,9,9,4,3,12,7,5,6,2,6,5,3,6,5,7,8,1
2,1,0,4,2,2,2,5,5,11,20,4,8,8,0,0,0,1,3,4,1
160,100,87,44,31,41,75,98,116,169,157,62,54,50,55,102,79,80,89,49,0
7,4,6,6,16,6,11,8,6,11,21,6,3,6,7,6,3,8,64,69,0
7,1,6,9,7,4,3,9,1,5,6,3,6,9,0,0,0,0,0,0,0
8,4,3,6,5,2,12,12,5,10,4,4,8,5,3,1,4,5,2,5,0
0,1,1,1,5,4,0,1,2,1,2,3,5,12,11,6,5,6,8,12,0
8,8,8,7,9,14,14,7,6,12,9,7,7,5,12,7,11,17,18,8,1
27,22,38,47,46,66,86,117,123,147,198,200,275,218,65,84,42,0,0,0,1
16,8,6,14,11,5,4,11,17,3,1,6,6,0,0,2,3,1,12,8,0
0,1,1,0,3,4,1,2,3,4,2,4,6,4,0,0,9,6,3,2,0
0,0,0,0,0,0,0,0,1,8,11,10,9,3,1,0,0,0,2,2,1
1,2,0,0,0,0,2,4,2,1,1,2,4,3,0,0,0,0,1,1,0
4,10,15,14,10,9,13,16,10,16,13,8,7,9,12,10,17,26,21,16,1
40,27,78,37,50,60,89,83,46,107,49,26,21,19,15,12,21,16,16,27,1
5,20,25,25,8,13,31,31,75,84,87,55,26,25,28,27,14,14,20,19,1
0,0,0,0,0,0,0,0,4,4,0,1,2,4,6,11,14,11,4,4,0
8,8,0,0,0,1,1,0,0,1,2,5,3,4,2,1,1,1,1,1,0
3,0,0,0,3,3,13,18,11,12,13,3,7,7,5,6,6,0,0,2,0
0,0,3,26,69,107,143,172,116,106,134,106,35,10,7,4,5,2,1,4,1
36,48,56,115,157,131,100,76,117,127,263,371,195,248,431,292,370,404,432,327,0
5,4,0,9,10,7,8,7,4,13,14,10,8,13,9,10,6,8,3,3,1
5,3,2,3,6,7,1,2,1,0,2,6,7,3,3,3,3,3,4,5,0
8,3,0,0,1,1,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0
30,22,29,31,27,7,5,15,14,16,16,11,28,28,25,19,11,16,12,3,1
3,6,11,5,1,1,1,3,0,0,1,2,4,4,1,0,2,1,0,3,0
0,0,0,1,1,0,2,2,5,5,2,3,1,2,2,0,1,2,1,0,1
4,4,1,1,2,3,2,7,2,5,3,1,3,8,3,0,3,5,4,6,1
3,2,8,6,1,6,2,3,5,8,16,13,4,1,8,3,0,0,3,8,1
8,4,10,6,2,4,3,8,8,0,1,6,11,7,7,9,4,2,2,1,1
142,111,124,94,50,15,10,12,23,20,14,7,4,18,5,0,0,0,1,0,0
4,7,3,0,0,3,4,1,2,9,4,0,0,0,5,6,2,2,7,6,1
1,7,8,15,13,6,22,28,88,169,125,53,53,68,55,22,28,11,15,15,1
7,7,8,4,2,7,8,6,8,12,7,2,3,3,1,0,5,8,9,0,1
8,18,25,6,11,11,14,28,45,61,48,26,25,25,45,52,37,37,34,25,1
1,1,1,0,1,4,4,7,2,2,3,7,9,6,3,5,5,5,7,3,1
7,6,13,10,11,21,14,5,8,13,9,22,24,21,10,6,3,2,1,6,1
4,8,10,5,4,6,2,2,7,10,2,9,12,4,2,5,5,2,3,11,0
3,8,11,7,16,23,12,3,8,11,21,13,17,17,11,14,6,2,5,9,1
0,0,0,0,1,2,10,13,10,17,16,8,5,6,8,4,6,1,2,1,1
20,33,15,20,18,10,28,42,45,74,78,79,39,11,27,15,8,10,11,15,1
4,4,6,5,12,12,16,15,9,10,5,13,18,13,15,19,17,7,6,3,0
4,6,3,2,6,4,3,6,6,4,2,7,10,10,13,9,5,2,4,9,1
1,3,1,13,26,13,3,1,8,11,3,3,5,5,7,4,0,0,3,1,0
74,63,39,28,36,56,163,229,438,511,511,473,420,673,448,202,101,36,21,28,1
4,1,0,10,18,7,1,4,3,6,13,8,7,6,5,6,11,14,14,14,0
31,60,72,79,152,312,301,238,249,260,295,233,177,125,84,61,27,7,12,9,1
0,1,1,0,0,2,0,0,0,3,1,1,1,3,11,11,1,5,2,2,0
9,3,2,4,1,0,2,2,5,4,2,1,6,0,0,0,0,0,0,2,0
0,0,5,16,17,1,2,8,10,10,14,16,5,8,4,17,21,10,6,4,1
2,2,0,5,7,6,0,0,3,4,3,3,3,2,0,2,2,1,4,3,1
0,9,26,25,20,25,25,35,13,8,11,6,1,0,5,5,0,0,0,10,0
2,2,0,0,0,0,0,0,0,0,2,4,0,3,2,4,3,0,0,0,0
5,9,1,0,0,0,3,0,3,1,9,8,3,6,10,9,0,0,16,15,1
287,334,346,368,310,295,135,58,31,19,26,46,104,110,70,30,17,7,4,15,1
34,27,47,78,135,270,302,282,279,262,198,49,148,464,526,346,110,56,29,34,1
